"SMILES","Melting Point {measured}","UNIT {Melting Point}","Melting Point {measured, converted}","UNIT {Melting Point}"
"OC(=O)C1=CC(=CC=C1)[N+]([O-])=O","141.0 - 142.0","?C","142.0","Celsius"
"OC1=CC=C2C=CC=CC2=C1","122.0 - 123.0","?C","122.0","Celsius"
"C1=CC=C2C(=C1)C1=CC=CC3=C1C2=CC=C3","107.5 - 108.5","?C","108.0","Celsius"
"O=C1C2=CC=CC=C2C2=CC=CC=C12","83.0 - 84.0","?C","83.5","Celsius"
"CCNC1=NC(NC(C)(C)C)=NC(SC)=N1","104.0 - 105.0","?C","104.0","Celsius"
"[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C=C1","55.0 - 56.0","?C","55.5","Celsius"
"CC1=CC=C(C=C1N=C=O)N=C=O","20.0 - 21.0","?C","20.5","Celsius"
"OC1=CC=CC=C1O","105.0 - 106.0","?C","106.0","Celsius"
"CC1=CC(O)=CC=C1","11.0 - 12.0","?C","11.5","Celsius"
"ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl","85.0 - 86.0","?C","85.5","Celsius"
"CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1","158.0 - 159.0","?C","158.0","Celsius"
"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","148.0 - 149.0","?C","148.0","Celsius"
"C1C2=CC=CC=C2OC2=CC=CC=C12","100.5 - 101.5","?C","101.0","Celsius"
"CN(C)C1=CC=C(C=O)C=C1","74.0 - 75.0","?C","74.5","Celsius"
"CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1","182.0 - 183.0","?C","182.0","Celsius"
"BrC1=CC=C(Br)C=C1","87.0 - 88.0","?C","87.5","Celsius"
"ClC1=CC(Cl)=C(Cl)C=C1Cl","139.0 - 140.0","?C","140.0","Celsius"
"C1=CC=CC=C1","5.0 - 6.0","?C","5.5","Celsius"
"CC(=O)NC1=CC=CC=C1","114.0 - 115.0","?C","114.0","Celsius"
"CCCOC(=O)C1=CC=C(O)C=C1","96.0 - 97.0","?C","96.5","Celsius"
"SCC1=CC=CC=C1","-30.0 - -29.0","?C","-29.5","Celsius"
"O=C1CCC1","-52.0 - -50.9","?C","-51.5","Celsius"
"ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1","147.9 - 149.0","?C","148.0","Celsius"
"CC1=CC(=CC(C)=C1)C(O)=O","170.0 - 171.1","?C","171.0","Celsius"
"C(CC1CCNCC1)CC1CCNCC1","66.0 - 67.1","?C","66.5","Celsius"
"CC(C)C(C)=O","-93.1 - -92.0","?C","-92.5","Celsius"
"CCCC(C)=O","-78.0 - -76.9","?C","-77.5","Celsius"
"CC1(C)C2CCC(C)(C2)C1=O","5.0 - 6.1","?C","5.55","Celsius"
"ICI","5.0 - 6.1","?C","5.55","Celsius"
"COC1=CC=CC=C1[N+]([O-])=O","9.4 - 10.5","?C","9.95","Celsius"
"OC1=CC=CC=C1F","15.0 - 16.1","?C","15.6","Celsius"
"O=C(C1=CC=CC=C1)C1=CC=CC=C1","47.9 - 49.0","?C","48.5","Celsius"
"OC1=CC=CC=C1","40.9 - 42.0","?C","41.5","Celsius"
"CCCCCC=C","-120.15 - -119.0","?C","-120.0","Celsius"
"CCCCCCCC(O)=O","15.85 - 17.0","?C","16.4","Celsius"
"CC1=CC(C)=C(CC(O)=O)C(C)=C1","167.85 - 169.0","?C","168.0","Celsius"
"CCCC","-138.34 - -137.15","?C","-138.0","Celsius"
"O=C1OC(=O)C2=CC=CC=C12","130.8 - 132.0","?C","131.0","Celsius"
"BrC=C","-139.0 - -137.8","?C","-138.0","Celsius"
"OC(=O)CCCCC(O)=O","152.0 - 153.2","?C","153.0","Celsius"
"OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","163.0 - 164.2","?C","164.0","Celsius"
"NC1=CC=C(C=C1)C(O)=O","187.8 - 189.0","?C","188.0","Celsius"
"[O-][N+](=O)C1=CC=C(F)C(=C1)[N+]([O-])=O","25.8 - 27.0","?C","26.4","Celsius"
"O(C1=CC=CC=C1)C1=CC=CC=C1","26.8 - 28.0","?C","27.4","Celsius"
"NC1=CC=C(F)C=C1","-2.0 - -0.8","?C","-1.4","Celsius"
"CCCCCCCCCCCCCC=C","-4.0 - -2.8","?C","-3.4","Celsius"
"COC1=CC=CC=C1N","5.0 - 6.2","?C","5.6","Celsius"
"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","54.3 - 55.5","?C","54.9","Celsius"
"FC1=CC=C(C=C1)C#N","34.8 - 36.0","?C","35.4","Celsius"
"OCCCCCCCCCO","45.8 - 47.0","?C","46.4","Celsius"
"NC1=CC=CC=C1OC1=CC=CC=C1","45.8 - 47.0","?C","46.4","Celsius"
"O=C1OC(=O)C=C1","52.8 - 54.0","?C","53.4","Celsius"
"NC1=CC=CC2=C1C=CC=C2","48.0 - 49.2","?C","48.6","Celsius"
"CCCCCCCCCCCCCC(O)=O","53.9 - 55.1","?C","54.5","Celsius"
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","65.8 - 67.0","?C","66.4","Celsius"
"O=S(C1=CC=CC=C1)C1=CC=CC=C1","70.0 - 71.2","?C","70.6","Celsius"
"CCCC(N)=O","114.8 - 116.0","?C","115.0","Celsius"
"NC1=CC=C(C=C1)S(N)(=O)=O","165.0 - 166.2","?C","166.0","Celsius"
"COC1=CC=C(CC#N)C=C1OC","62.75 - 64.0","?C","63.4","Celsius"
"CC1=CC=C(C)C=C1","12.0 - 13.25","?C","12.6","Celsius"
"C1CSCCS1","111.0 - 112.3","?C","112.0","Celsius"
"CC1=CSC(S)=N1","88.0 - 89.3","?C","88.7","Celsius"
"OC(=O)CCCC(O)=O","96.5 - 97.8","?C","97.2","Celsius"
"CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12","111.5 - 112.8","?C","112.0","Celsius"
"CCCCCCCCCCCCCCCCC(O)=O","60.0 - 61.3","?C","60.6","Celsius"
"ClC1=CC=CC=C1C#N","45.0 - 46.3","?C","45.6","Celsius"
"[O-][N+](=O)C1=CC(CBr)=CC=C1","58.0 - 59.3","?C","58.6","Celsius"
"ClC1=CC=CC=C1Cl","-18.0 - -16.7","?C","-17.4","Celsius"
"ClCCBr","-18.0 - -16.7","?C","-17.4","Celsius"
"CC1=CC=CC(N)=C1","-31.3 - -30.0","?C","-30.6","Celsius"
"C1=CC2=CC=C(C=C2C=C1)C1=CC2=CC=CC=C2C=C1","187.0 - 188.3","?C","188.0","Celsius"
"N1C=CN=C1C1=CC=CC=C1","148.0 - 149.3","?C","149.0","Celsius"
"OC(=O)C1=CC(I)=CC=C1","187.0 - 188.3","?C","188.0","Celsius"
"O=CC1=CC=CC=C1","-56.9 - -55.6","?C","-56.2","Celsius"
"CCC1=NN=C(N)S1","200.0 - 201.35","?C","201.0","Celsius"
"OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl","55.65 - 57.0","?C","56.3","Celsius"
"CC1=CC=C2C=CC=CC2=C1","33.0 - 34.4","?C","33.7","Celsius"
"C1OC1C1=CC=CC=C1","-37.0 - -35.6","?C","-36.3","Celsius"
"FC1=CC=C(Br)C=C1","-17.4 - -16.0","?C","-16.7","Celsius"
"CCCCCCCCCCCCCCCCCCCCCCC","47.6 - 49.0","?C","48.3","Celsius"
"FC1=C(F)C(F)=C(F)C(F)=C1F","3.9 - 5.3","?C","4.6","Celsius"
"CCOC1=CC(OCC)=CC=C1","11.0 - 12.4","?C","11.7","Celsius"
"FC(F)(F)C1=CC=CC=C1Cl","-7.4 - -6.0","?C","-6.7","Celsius"
"[O-][N+](=O)C1=CC(Cl)=CC(Cl)=C1","64.0 - 65.4","?C","64.7","Celsius"
"CCOC=O","-81.0 - -79.6","?C","-80.3","Celsius"
"OC(=O)C1=CN=CC=C1","236.6 - 238.0","?C","237.0","Celsius"
"S1C=CC=C1","-39.4 - -38.0","?C","-38.7","Celsius"
"CF","-143.3 - -141.8","?C","-143.0","Celsius"
"COC1=CC=CC=C1N1CCNCC1","37.0 - 38.5","?C","37.8","Celsius"
"CN1CCC(=CC1)C1=CC=CC=C1","38.5 - 40.0","?C","39.2","Celsius"
"CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O","118.5 - 120.0","?C","119.0","Celsius"
"NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F","199.0 - 200.5","?C","200.0","Celsius"
"COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1","64.0 - 65.5","?C","64.8","Celsius"
"CNC(=O)OC1=CC=CC=C1OC(C)C","90.0 - 91.5","?C","90.8","Celsius"
"O=C1NC2=CC=CC=C2C=C1","198.0 - 199.5","?C","199.0","Celsius"
"CC(C)(C)S","-0.5 - 1.0","?C","0.25","Celsius"
"ClC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1","112.0 - 113.5","?C","113.0","Celsius"
"N#CC1=CC=CC2=CC=CC=C12","36.0 - 37.5","?C","36.8","Celsius"
"NC1=CC=C2C=CC=CC2=C1","111.5 - 113.0","?C","112.0","Celsius"
"BrC1=CC=C(C=C1)C1=CC=CC=C1","90.0 - 91.5","?C","90.8","Celsius"
"OC(=O)C1=CC2=CC=CC=C2C=C1","184.0 - 185.5","?C","185.0","Celsius"
"CCOC1=CC=C2C=CC=CC2=C1","36.0 - 37.5","?C","36.8","Celsius"
"OC(=O)[C@@H]1CCC(=O)N1","160.0 - 161.5","?C","161.0","Celsius"
"CC1=CC(=CC=C1N)[N+]([O-])=O","132.0 - 133.5","?C","133.0","Celsius"
"CCCCCCCCCCCCCO","32.5 - 34.0","?C","33.2","Celsius"
"CC1=C(O)C(=O)C=CO1","161.5 - 163.0","?C","162.0","Celsius"
"CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1","130.0 - 131.5","?C","131.0","Celsius"
"N#CCC1=CC=CC2=CC=CC=C12","32.5 - 34.0","?C","33.2","Celsius"
"OC1=CC2=CC=CC=C2C(O)=C1","123.5 - 125.0","?C","124.0","Celsius"
"CCCCCCCCCCCCCCCC(=O)OC(C)C","12.0 - 13.5","?C","12.8","Celsius"
"C(SSCC1=CC=CC=C1)C1=CC=CC=C1","70.0 - 71.5","?C","70.8","Celsius"
"C1=CC2=CC=CC3=C2C1=CC=C3","91.0 - 92.5","?C","91.8","Celsius"
"NNC1=C(Cl)C=CC(Cl)=C1","102.5 - 104.0","?C","103.0","Celsius"
"OC(=O)C1CSCN1","195.0 - 196.5","?C","196.0","Celsius"
"OC(=O)C1=CC=C(C=C1)C(F)(F)F","219.5 - 221.0","?C","220.0","Celsius"
"OC(=O)C1=CC=CS1","128.0 - 129.5","?C","129.0","Celsius"
"CC(C)C1=CC=C(C=C1)C(O)=O","117.5 - 119.0","?C","118.0","Celsius"
"OC1=C(OC2=C(C=CC=C2)C1=O)C1=CC=CC=C1","170.0 - 171.5","?C","171.0","Celsius"
"[O-][N+](=O)C1=CC=CC2=C1C(=CC=C2)[N+]([O-])=O","171.5 - 173.0","?C","172.0","Celsius"
"CC1=CC=CC=C1C1=CC=CC=C1C","18.0 - 19.5","?C","18.8","Celsius"
"OC1=C(Br)C=CC=C1Br","55.0 - 56.5","?C","55.8","Celsius"
"CC1=CC2=C(C=CC=C2)N=C1","15.0 - 16.5","?C","15.8","Celsius"
"OC(=O)COC1=CC=CC=C1Cl","148.5 - 150.0","?C","149.0","Celsius"
"ClC1=CC(=O)C(Cl)=CC1=O","160.0 - 161.5","?C","161.0","Celsius"
"OC1=CC=C(CC2=CC=C(O)C=C2)C=C1","161.0 - 162.5","?C","162.0","Celsius"
"COC1=CC=C(C=C1O)C(O)=O","251.5 - 253.0","?C","252.0","Celsius"
"[O-][N+](=O)C1=CC2=C(OCO2)C=C1C=O","93.5 - 95.0","?C","94.2","Celsius"
"CCOC(=O)CC1=CNC2=C1C=CC=C2","43.0 - 44.5","?C","43.8","Celsius"
"O=C1OC(=O)C2C3CC(C=C3)C12","164.5 - 166.0","?C","165.0","Celsius"
"OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1","66.0 - 67.5","?C","66.8","Celsius"
"O=C1C=CC(=O)N1C1=CC=CC=C1","89.0 - 90.5","?C","89.8","Celsius"
"CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","133.5 - 135.0","?C","134.0","Celsius"
"OC1=CC=C(O)C(=C1)C1=CC=CC=C1","101.0 - 102.5","?C","102.0","Celsius"
"COC1=CC(=CC(OC)=C1)C(O)=O","184.0 - 185.5","?C","185.0","Celsius"
"BrC1=CC2=C(C=C1)C1=CC=CC=C1C2","112.0 - 113.5","?C","113.0","Celsius"
"COC(=O)C1=CC(=CC=C1)C(=O)OC","67.5 - 69.0","?C","68.2","Celsius"
"NC1=C(C=C(C=C1Br)[N+]([O-])=O)[N+]([O-])=O","152.0 - 153.5","?C","153.0","Celsius"
"OC1=CC2=C(NC=C2)C=C1","107.5 - 109.0","?C","108.0","Celsius"
"COC(=O)C1=CC=C(O)C=C1O","118.0 - 119.5","?C","119.0","Celsius"
"ON=C1C2=CC=CC=C2C2=CC=CC=C12","194.0 - 195.5","?C","195.0","Celsius"
"OC(=O)CCCCC1=CC=CC=C1","57.5 - 59.0","?C","58.2","Celsius"
"CCC1=CC=C(O)C=C1O","97.0 - 98.5","?C","97.8","Celsius"
"CC(=O)CCCC(O)=O","12.0 - 13.5","?C","12.8","Celsius"
"OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1","148.0 - 149.5","?C","149.0","Celsius"
"OC1=C(Cl)C=C(Br)C=C1","49.0 - 50.5","?C","49.8","Celsius"
"COC1=CC=CC(C#N)=C1OC","44.5 - 46.0","?C","45.2","Celsius"
"C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1","91.5 - 93.0","?C","92.2","Celsius"
"COC1=CC(N)=CC=C1C","56.5 - 58.0","?C","57.2","Celsius"
"ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl","208.0 - 209.5","?C","209.0","Celsius"
"S1C=CC=C1C1=CC=C(S1)C1=CC=CS1","92.0 - 93.5","?C","92.8","Celsius"
"C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1","96.0 - 97.5","?C","96.8","Celsius"
"COC1=CC=C(OC)C(=C1)[N+]([O-])=O","71.0 - 72.5","?C","71.8","Celsius"
"ClC(=O)C1=C(Cl)C=C(Cl)C=C1","16.5 - 18.0","?C","17.2","Celsius"
"CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","171.5 - 173.0","?C","172.0","Celsius"
"NC1=CC(=C(F)C=C1)[N+]([O-])=O","96.0 - 97.5","?C","96.8","Celsius"
"FC(F)(F)C1=CC=CC(=C1)C#N","14.5 - 16.0","?C","15.2","Celsius"
"OCC(F)(F)C(F)(F)C(F)(F)CO","78.0 - 79.5","?C","78.8","Celsius"
"FC1=CC=C(C=C)C=C1","-36.0 - -34.5","?C","-35.2","Celsius"
"O=C1NN=CC(=O)N1","274.5 - 276.0","?C","275.0","Celsius"
"O=C1CCOC2=CC=CC=C12","36.5 - 38.0","?C","37.2","Celsius"
"COC1=CC=CC=C1OC(=O)C1=CC=CC=C1","57.5 - 59.0","?C","58.2","Celsius"
"COC1=CC=C2COC(=O)C2=C1OC","101.0 - 102.5","?C","102.0","Celsius"
"OC1=CC2=C(C=CC=C2O)C=C1","180.5 - 182.0","?C","181.0","Celsius"
"CCS(=O)(=O)CC","72.0 - 73.5","?C","72.8","Celsius"
"CCC(=O)C1=CC(O)=CC=C1O","96.5 - 98.0","?C","97.2","Celsius"
"CCCCOC1=CC=C(C=C1)C(O)=O","147.0 - 148.5","?C","148.0","Celsius"
"CCOC(=O)C(=O)NC1=CC=CC=C1","65.5 - 67.0","?C","66.2","Celsius"
"C[Si](C)(C)[Si](C)(C)C","12.0 - 13.5","?C","12.8","Celsius"
"CC1=CSC(N)=N1","44.0 - 45.5","?C","44.8","Celsius"
"OC(=O)CCCCCCCCCCCCCCCCCCC(O)=O","125.5 - 127.0","?C","126.0","Celsius"
"CC1=CC=C(C=C1C)C(=O)C1=CC=CC=C1","46.0 - 47.5","?C","46.8","Celsius"
"ON1N=NC2=C1C=CC=C2","157.5 - 159.0","?C","158.0","Celsius"
"CC(C)(C)C1=CC(=O)C(=O)C(=C1)C(C)(C)C","113.5 - 115.0","?C","114.0","Celsius"
"CCCC(=O)NN","44.0 - 45.5","?C","44.8","Celsius"
"COC1=CC=C(CCCC(O)=O)C=C1","57.5 - 59.0","?C","58.2","Celsius"
"CC(=O)C1=CC=C(C)S1","26.0 - 27.5","?C","26.8","Celsius"
"CC1=NNC=C1Br","75.0 - 76.5","?C","75.8","Celsius"
"NC1=CC2=C(NN=C2)C=C1","175.0 - 176.5","?C","176.0","Celsius"
"OC1=C(F)C=CC=C1F","38.0 - 39.5","?C","38.8","Celsius"
"ClC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1","67.0 - 68.5","?C","67.8","Celsius"
"CC1(C)OC(=O)CC1C(O)=O","174.5 - 176.0","?C","175.0","Celsius"
"CCP(O)(O)=O","60.0 - 61.5","?C","60.8","Celsius"
"OC(=O)C(=C)C(F)(F)F","50.0 - 51.5","?C","50.8","Celsius"
"OC(=O)C(=CC1=CC=CC=C1)C1=CC=CC=C1","171.0 - 172.5","?C","172.0","Celsius"
"CC1=NNC(=S)NC1=O","218.5 - 220.0","?C","219.0","Celsius"
"NC1=CC=C(N)C(=C1)[N+]([O-])=O","138.5 - 140.0","?C","139.0","Celsius"
"OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O","300.0 - 301.5","?C","301.0","Celsius"
"OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1","285.5 - 287.0","?C","286.0","Celsius"
"COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1","96.0 - 97.5","?C","96.8","Celsius"
"ON=CC1=CC=CC=C1","35.0 - 36.5","?C","35.8","Celsius"
"CCCCCCCCC=CCCCCCCCCCCCC(N)=O","77.5 - 79.0","?C","78.2","Celsius"
"OC(=O)C1=CC2=CC=CC=C2O1","192.5 - 194.0","?C","193.0","Celsius"
"CC(=O)C1=CC=CN=C1","12.0 - 13.5","?C","12.8","Celsius"
"CN(C)C1=CC=CC(=C1)[N+]([O-])=O","59.0 - 60.5","?C","59.8","Celsius"
"CC1=CC2=C(C=C1C)N=CN2","204.0 - 205.5","?C","205.0","Celsius"
"CCCCCCCCCCCCCCCC(O)=O","61.0 - 62.5","?C","61.8","Celsius"
"OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2","179.5 - 181.0","?C","180.0","Celsius"
"CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1","121.0 - 122.5","?C","122.0","Celsius"
"CCN1C(=O)C=CC1=O","44.0 - 45.5","?C","44.8","Celsius"
"OC(=O)CI","81.0 - 82.5","?C","81.8","Celsius"
"BrCC(=O)C1=CC=CC=C1","49.0 - 50.5","?C","49.8","Celsius"
"OC1(CCCCC1)C#C","31.5 - 33.0","?C","32.2","Celsius"
"BrC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","81.0 - 82.5","?C","81.8","Celsius"
"CC(C)(C)C1=CC=C(C=C1)C(O)=O","164.5 - 166.0","?C","165.0","Celsius"
"NC(=O)CC#N","120.0 - 121.5","?C","121.0","Celsius"
"ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)OC2=O","254.5 - 256.0","?C","255.0","Celsius"
"OC(=O)CCCC1=CNC2=CC=CC=C12","123.0 - 124.5","?C","124.0","Celsius"
"ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1","76.0 - 77.5","?C","76.8","Celsius"
"NC1=CC=CC(N)=N1","120.0 - 121.5","?C","121.0","Celsius"
"CC1=CC=CO1","-89.0 - -87.5","?C","-88.2","Celsius"
"OCC1=CC=C(CO)C=C1","117.5 - 119.0","?C","118.0","Celsius"
"OC1=C(C2=CC=CC=C2C=C1)C1=C(O)C=CC2=C1C=CC=C2","215.5 - 217.0","?C","216.0","Celsius"
"CC1=CC=C(OC(=O)C2=CC=CC=C2)C=C1","70.0 - 71.5","?C","70.8","Celsius"
"IC1=CC=C(I)C=C1","130.0 - 131.5","?C","131.0","Celsius"
"OC(=O)C1=CC=C(C=C)C=C1","142.0 - 143.5","?C","143.0","Celsius"
"NC(=O)C1=C(Cl)C=CC=C1Cl","197.5 - 199.0","?C","198.0","Celsius"
"CC(=O)OC1=CC=C(C=C1)C(O)=O","192.5 - 194.0","?C","193.0","Celsius"
"COC1=CC=C(N)C(OC)=C1","33.5 - 35.0","?C","34.2","Celsius"
"OC(=O)COC1=CC=CC=C1","98.5 - 100.0","?C","99.2","Celsius"
"O=CC1=CC=C(C=C1)C#N","100.5 - 102.0","?C","101.0","Celsius"
"OCC(=O)C1=CC=CC=C1","4.5 - 6.0","?C","5.25","Celsius"
"OCC1=CC=CC(=C1)[N+]([O-])=O","30.5 - 32.0","?C","31.2","Celsius"
"CC(C)(C)OC(=O)NCC(O)=O","87.5 - 89.0","?C","88.2","Celsius"
"NC1=CC(Cl)=C(O)C(Cl)=C1","167.0 - 168.5","?C","168.0","Celsius"
"NC1=CC=C(C=C1)C1CCCCC1","53.0 - 54.5","?C","53.8","Celsius"
"C[C@@H](O)[C@H](C)O","33.0 - 34.5","?C","33.8","Celsius"
"ClCC=CCCl","2.0 - 3.5","?C","2.75","Celsius"
"COC1=CC=C(C=C1)C(N)=O","165.0 - 166.5","?C","166.0","Celsius"
"OC1=CC=CC(NC2=CC=CC=C2)=C1","80.0 - 81.5","?C","80.8","Celsius"
"NC1=CC=C(O)C=C1","187.5 - 189.0","?C","188.0","Celsius"
"NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1","175.5 - 177.0","?C","176.0","Celsius"
"CCN(CC)C(=S)SSC(=S)N(CC)CC","70.0 - 71.5","?C","70.8","Celsius"
"N1C=NC2=CC=CC=C12","170.5","?C","170.0","Celsius"
"COC(=O)C=C","-76.5 - -75.0","?C","-75.8","Celsius"
"OC(=O)C1CCCCC1","30.0 - 31.5","?C","30.8","Celsius"
"NC1=CC(=CC=C1)[N+]([O-])=O","112.5 - 114.0","?C","113.0","Celsius"
"CC(=O)CCC(C)=O","-7.0 - -5.5","?C","-6.25","Celsius"
"CC1=CC(N)=C(N)C=C1","88.0 - 89.5","?C","88.8","Celsius"
"CCCCC(C)=O","-57.0 - -55.5","?C","-56.2","Celsius"
"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","234.0 - 235.5","?C","235.0","Celsius"
"OC(=O)C(Cl)(Cl)Cl","56.0 - 57.5","?C","56.8","Celsius"
"OC(=O)CCl","61.5 - 63.0","?C","62.2","Celsius"
"NC1=CC=CC=C1N","101.0 - 102.5","?C","102.0","Celsius"
"[O-][N+](=O)C1=CC(I)=CC=C1","37.0 - 38.5","?C","37.8","Celsius"
"CC1=CC=C(C=C1)C#N","28.0 - 29.5","?C","28.8","Celsius"
"COC1=CC=C(C=C1)C(O)=O","183.5 - 185.0","?C","184.0","Celsius"
"C1CCC(CC1)N=C=NC1CCCCC1","34.5 - 36.0","?C","35.2","Celsius"
"CN1C=CN=C1S","145.5 - 147.0","?C","146.0","Celsius"
"CC(=O)C1=CC=CC=C1","19.0 - 20.5","?C","19.8","Celsius"
"NC#N","44.0 - 45.56","?C","44.8","Celsius"
"C1CC2=CC=CC3=C2C1=CC=C3","93.4 - 95.0","?C","94.2","Celsius"
"CCOC1=CC=C(N)C=C1","2.4 - 4.0","?C","3.2","Celsius"
"NCCN1CCOCC1","24.0 - 25.6","?C","24.8","Celsius"
"ClC1=CC(Cl)=CC(Cl)=C1","63.4 - 65.0","?C","64.2","Celsius"
"O=CC1=CC(C=O)=CC=C1","87.85 - 89.5","?C","88.7","Celsius"
"CN1C2=C(C=CC=C2)C2=C1C=CC=C2","89.34 - 91.0","?C","90.2","Celsius"
"CC(C)C1(CC=C)C(=O)NC(=O)NC1=O","141.0 - 142.7","?C","142.0","Celsius"
"ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl","108.3 - 110.0","?C","109.0","Celsius"
"C1CC[C@H]2CCCC[C@@H]2C1","-32.0 - -30.3","?C","-31.1","Celsius"
"CCOC(=O)C(NC(C)=O)C(=O)OCC","96.3 - 98.0","?C","97.2","Celsius"
"OC(=O)CCC#C","56.0 - 57.7","?C","56.9","Celsius"
"OCCCCCCCCCCCCO","81.3 - 83.0","?C","82.2","Celsius"
"CC(C)[N+]([O-])=O","-93.0 - -91.3","?C","-92.2","Celsius"
"O=C1C=CC(=O)C=C1","114.0 - 115.7","?C","115.0","Celsius"
"CC(C)(C)C1=CC=CC=C1","-59.5 - -57.8","?C","-58.6","Celsius"
"CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12","228.25 - 230.0","?C","229.0","Celsius"
"CC1CC(C)C(C)C1","-132.6 - -130.8","?C","-132.0","Celsius"
"CC1=CC=C2C=CC=C(O)C2=N1","72.0 - 73.8","?C","72.9","Celsius"
"ON=C1CCCC1","56.0 - 57.8","?C","56.9","Celsius"
"CC1=C(C=CC=C1Cl)[N+]([O-])=O","36.0 - 37.8","?C","36.9","Celsius"
"COC(=O)C1=CC=C(OC)C(OC)=C1","59.0 - 60.8","?C","59.9","Celsius"
"ClCC1=CC(CCl)=CC=C1","34.2 - 36.0","?C","35.1","Celsius"
"CCCCCCCCCCCC(O)=O","43.2 - 45.0","?C","44.1","Celsius"
"CC(=O)C(C)=O","-3.0 - -1.2","?C","-2.1","Celsius"
"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","-25.0 - -23.2","?C","-24.1","Celsius"
"CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2","178.0 - 179.8","?C","179.0","Celsius"
"OC(=O)CCC1=CC=C(O)C=C1","129.0 - 130.8","?C","130.0","Celsius"
"OC1=C(I)C=C(I)C=C1I","158.0 - 159.8","?C","159.0","Celsius"
"OCCN1CCCCC1","16.0 - 17.9","?C","16.9","Celsius"
"COC(=O)CCCCCCCCCCC(=O)OC","30.0 - 31.9","?C","30.9","Celsius"
"C1CCC(CC1)NC1CCCCC1","-2.0 - -0.1","?C","-1.05","Celsius"
"CS","-123.0 - -121.0","?C","-122.0","Celsius"
"CC1(C)COC(=O)C1O","90.0 - 92.0","?C","91.0","Celsius"
"OC(=O)CC[N+]([O-])=O","62.0 - 64.0","?C","63.0","Celsius"
"NC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O","170.0 - 172.0","?C","171.0","Celsius"
"COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl","155.0 - 157.0","?C","156.0","Celsius"
"S1C2=CC=CC=C2C2=C1C=CC=C2","97.0 - 99.0","?C","98.0","Celsius"
"NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","182.0 - 184.0","?C","183.0","Celsius"
"CCNC1=NC(NCC)=NC(Cl)=N1","226.0 - 228.0","?C","227.0","Celsius"
"C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2","158.0 - 160.0","?C","159.0","Celsius"
"O=C1NC2=CC=CC=C2O1","138.0 - 140.0","?C","139.0","Celsius"
